weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
13.2,70.4,1.9,91.8,A
6.6,84.0,4.2,37.0,F
14.6,89.9,5.1,79.2,B
17.9,86.1,6.2,86.2,A
4.8,90.4,10.0,46.0,D
20.8,96.4,6.8,97.2,A
6.6,66.0,2.8,45.7,D
10.0,71.6,4.3,69.9,C
10.3,83.8,5.2,70.1,B
16.5,82.7,8.5,75.6,B
19.0,69.0,4.0,82.9,B
18.6,86.1,5.4,94.3,A
10.1,96.1,6.9,80.8,B
18.7,83.7,8.4,99.3,A
21.0,84.8,7.7,100.0,A
10.8,76.3,8.8,73.1,B
4.1,97.4,2.0,66.6,C
12.6,87.6,6.5,91.0,A
23.0,80.9,4.6,100.0,A
27.1,90.8,9.3,100.0,A
0.1,87.8,4.2,52.1,D
16.9,91.0,4.1,100.0,A
17.6,97.0,2.4,100.0,A
25.2,100.0,5.4,100.0,A
16.2,83.7,5.3,72.7,B
16.3,100.0,7.1,93.9,A
12.5,84.4,4.5,71.6,B
8.3,78.9,7.3,71.4,B
11.0,76.9,6.3,63.3,C
17.7,87.7,0.6,100.0,A
6.8,95.7,6.2,64.4,C
23.5,68.8,3.9,100.0,A
16.9,73.3,5.8,89.4,A
4.1,86.3,5.4,51.5,D
16.9,83.4,4.8,67.1,C
11.0,93.8,5.2,85.0,A
26.6,86.3,5.9,100.0,A
3.9,82.4,5.7,52.5,D
14.1,73.1,4.6,78.2,B
9.1,79.6,2.6,73.1,B
19.9,84.0,6.4,78.0,B
21.6,83.3,6.6,100.0,A
5.4,82.5,4.8,53.6,D
16.2,78.7,3.8,63.2,C
27.0,85.4,5.3,100.0,A
21.1,94.9,3.2,94.9,A
25.9,97.8,5.9,100.0,A
17.5,81.8,4.6,87.7,A
5.4,84.1,3.5,85.4,A
3.7,88.5,8.0,84.2,B
11.1,79.8,6.2,81.8,B
10.1,96.5,6.0,85.8,A
27.0,88.0,4.2,100.0,A
28.9,81.3,6.7,100.0,A
19.8,68.0,6.9,100.0,A
19.4,78.9,8.3,100.0,A
8.8,95.1,7.7,82.5,B
18.6,84.7,5.0,89.4,A
5.0,83.9,6.2,68.2,C
7.2,99.6,9.4,72.4,B
25.5,88.0,6.7,100.0,A
17.1,77.8,6.1,100.0,A
20.0,81.2,7.3,92.8,A
0.0,82.1,3.9,38.7,F
11.8,80.5,3.4,70.7,B
11.4,84.1,5.5,65.6,C
22.6,90.1,9.7,95.1,A
21.6,81.6,7.1,100.0,A
21.2,97.0,3.3,80.0,B
15.9,93.9,6.2,100.0,A
24.9,93.2,4.7,99.5,A
9.4,83.5,5.2,84.8,B
13.0,76.5,7.5,84.1,B
27.2,100.0,5.2,98.2,A
15.7,90.3,5.6,97.8,A
24.0,75.6,4.9,100.0,A
11.8,93.7,2.3,88.0,A
15.9,79.5,8.3,60.7,C
22.4,88.2,7.0,100.0,A
24.3,74.9,10.0,100.0,A
14.4,91.3,4.5,88.6,A
5.4,92.0,7.2,74.0,B
8.6,79.3,4.9,67.2,C
12.3,84.6,8.3,65.3,C
18.3,80.1,7.3,92.3,A
9.6,79.7,2.0,79.5,B
18.2,98.6,4.9,86.5,A
17.1,75.1,5.1,77.4,B
11.8,100.0,5.0,82.1,B
1.8,67.7,5.5,54.6,D
18.5,91.4,7.3,98.4,A
3.2,85.7,6.5,50.8,D
20.9,90.5,7.5,100.0,A
30.1,100.0,7.5,100.0,A
15.2,67.9,7.9,87.8,A
11.4,87.1,3.0,73.1,B
25.6,81.4,6.4,100.0,A
13.1,77.5,5.7,70.1,B
16.9,89.0,6.6,100.0,A
19.7,91.4,9.5,99.1,A
9.4,97.1,3.2,90.4,A
25.6,73.7,7.9,100.0,A
23.0,93.1,4.3,100.0,A
30.7,64.8,6.8,100.0,A
19.1,79.9,8.3,100.0,A
12.7,91.0,9.9,81.8,B
6.5,75.1,7.1,64.8,C
15.9,70.4,6.4,94.1,A
15.7,81.7,8.6,89.6,A
23.8,89.7,5.6,100.0,A
13.7,97.4,5.8,74.9,B
9.9,67.0,4.6,85.6,A
2.5,90.2,5.3,45.5,D
14.3,93.8,5.3,72.0,B
10.0,65.0,4.9,76.0,B
12.2,88.5,4.9,74.8,B
13.6,71.8,5.7,80.5,B
15.7,88.8,2.2,86.1,A
8.6,86.3,5.8,65.0,C
10.2,73.2,4.8,83.1,B
25.2,69.2,5.0,100.0,A
13.2,95.7,4.4,81.7,B
20.0,80.5,6.8,92.1,A
12.3,88.4,6.2,90.0,A
13.2,87.5,8.6,62.4,C
22.2,87.0,7.4,83.4,B
11.3,83.9,7.5,77.3,B
21.1,74.1,2.0,97.6,A
19.1,88.3,10.0,100.0,A
12.3,72.9,5.1,100.0,A
7.0,74.6,4.3,60.5,C
20.4,64.6,6.2,100.0,A
10.6,80.6,7.0,71.7,B
13.0,87.0,5.3,77.7,B
11.2,86.8,7.6,70.1,B
3.0,80.4,5.6,55.1,C
15.1,85.0,3.9,86.5,A
0.3,100.0,6.8,50.0,D
19.4,91.9,2.4,92.9,A
19.5,87.9,8.0,100.0,A
14.2,94.0,6.7,83.7,B
6.4,97.0,10.0,69.8,C
18.8,100.0,3.7,96.5,A
0.0,86.6,6.1,40.6,D
14.9,69.5,8.0,91.9,A
24.0,87.3,8.8,100.0,A
17.1,95.5,7.3,96.6,A
10.5,97.7,7.8,79.7,B
6.6,75.7,3.3,70.1,B
32.3,84.5,5.4,100.0,A
12.1,78.6,4.9,70.9,B
13.5,100.0,0.5,100.0,A
11.3,57.3,8.6,100.0,A
8.3,91.9,4.4,67.0,C
0.0,90.0,8.0,35.3,F
10.8,79.1,7.6,89.0,A
14.3,81.8,9.3,80.1,B
7.7,100.0,6.6,65.8,C
0.0,67.4,7.3,58.3,C
16.7,79.3,6.8,79.9,B
14.8,92.3,7.5,100.0,A
25.4,84.1,3.5,100.0,A
14.0,90.4,8.5,78.6,B
1.4,93.1,9.1,41.6,D
23.9,80.6,9.3,100.0,A
24.2,71.3,3.1,91.5,A
5.3,56.6,7.3,59.3,C
18.7,72.7,6.3,95.2,A
25.0,98.1,4.4,100.0,A
26.5,90.4,9.1,100.0,A
24.4,82.8,3.4,100.0,A
17.1,74.0,5.4,84.6,B
14.6,89.4,4.1,90.0,A
10.8,98.5,7.9,77.8,B
10.5,94.9,5.7,94.4,A
6.0,95.8,3.6,58.8,C
18.3,85.8,2.5,94.6,A
13.7,85.2,5.8,93.1,A
12.1,87.9,8.3,72.3,B
14.0,81.2,8.8,75.3,B
22.7,85.2,7.3,100.0,A
19.9,83.3,7.4,100.0,A
1.1,93.8,3.8,58.5,C
32.1,78.6,6.9,100.0,A
22.9,100.0,6.6,100.0,A
11.5,97.1,3.6,69.8,C
15.0,73.6,4.5,79.2,B
14.2,90.7,5.7,95.1,A
7.7,85.7,3.3,78.6,B
12.3,81.0,7.7,86.2,A
8.0,79.8,5.1,60.1,C
21.4,68.4,5.9,100.0,A
3.4,79.8,6.7,44.7,D
10.4,80.0,3.8,71.5,B
8.1,67.7,6.1,65.5,C
27.4,76.9,6.3,100.0,A
20.6,99.4,8.7,100.0,A
18.5,81.7,4.9,87.3,A
22.7,73.6,10.0,100.0,A
15.3,81.5,5.3,85.7,A
13.9,73.9,9.1,57.7,C
14.1,92.1,5.7,69.4,C
11.7,81.2,4.0,62.2,C
19.9,89.3,6.9,100.0,A
21.7,97.0,7.5,99.1,A
19.8,85.8,9.0,100.0,A
11.9,89.7,4.9,84.6,B
11.0,76.5,7.2,89.0,A
30.7,71.1,10.0,100.0,A
12.5,87.4,3.1,78.4,B
24.8,71.7,4.3,100.0,A
12.2,82.7,4.5,78.5,B
12.4,84.1,7.8,88.1,A
18.0,90.6,8.1,100.0,A
25.7,60.9,4.4,97.7,A
17.7,90.8,3.2,81.3,B
10.8,89.3,7.7,82.9,B
31.8,95.0,5.8,100.0,A
16.6,66.9,7.9,74.6,B
13.4,86.9,4.1,85.9,A
19.3,87.5,6.6,100.0,A
7.7,100.0,8.9,64.9,C
20.7,75.9,6.6,100.0,A
7.7,83.7,8.8,69.0,C
19.6,90.4,5.5,90.1,A
26.2,81.3,5.8,100.0,A
8.8,87.6,6.3,58.8,C
15.9,78.5,4.6,92.4,A
17.5,74.5,10.0,97.3,A
21.7,87.3,6.4,100.0,A
18.6,85.8,7.8,100.0,A
15.6,81.8,2.2,96.4,A
24.5,75.5,2.5,100.0,A
16.6,87.4,5.1,89.1,A
10.4,84.0,5.9,65.4,C
7.3,87.0,5.1,75.3,B
23.3,86.8,5.3,100.0,A
25.2,72.7,5.4,100.0,A
16.2,88.4,8.1,85.4,A
4.7,73.2,7.9,69.5,C
11.2,89.7,2.7,88.3,A
24.4,77.6,3.6,100.0,A
18.8,67.5,6.0,95.1,A
4.5,87.4,4.9,62.0,C
18.5,98.4,7.3,78.9,B
14.6,89.7,4.5,90.8,A
21.2,100.0,5.8,93.8,A
11.9,83.9,6.6,73.4,B
24.3,78.8,5.4,100.0,A
13.3,100.0,4.6,79.2,B
0.0,81.2,4.6,39.7,F
10.7,93.3,5.6,69.6,C
16.8,79.9,1.4,85.8,A
16.0,88.9,7.6,96.3,A
11.6,91.5,3.8,76.4,B
4.1,90.0,2.1,47.5,D
23.1,87.8,6.9,100.0,A
26.4,78.2,6.1,100.0,A
8.4,77.7,8.4,76.7,B
21.1,88.3,8.9,100.0,A
19.4,95.2,8.0,86.3,A
6.2,91.9,5.8,70.0,B
17.6,86.4,7.6,81.2,B
34.9,100.0,8.8,100.0,A
5.7,100.0,7.0,60.1,C
24.5,94.5,4.8,100.0,A
14.7,66.8,8.0,88.3,A
13.0,84.4,4.8,81.1,B
23.9,84.4,6.7,100.0,A
10.6,82.3,0.0,77.4,B
15.6,85.9,5.0,99.1,A
14.1,79.5,7.3,92.9,A
8.2,88.6,6.1,59.1,C
23.7,73.1,3.3,100.0,A
18.3,93.7,6.2,100.0,A
30.9,80.8,6.8,100.0,A
16.1,82.5,2.1,95.5,A
14.2,74.1,7.4,82.9,B
12.7,91.3,4.5,99.3,A
13.0,87.3,5.6,66.1,C
25.6,76.3,6.1,100.0,A
11.1,71.2,3.4,76.1,B
18.2,100.0,4.8,100.0,A
12.6,71.0,7.3,70.5,B
5.9,100.0,4.4,63.8,C
17.3,83.8,4.1,100.0,A
4.2,91.7,5.8,78.2,B
16.7,87.2,8.3,100.0,A
11.8,90.9,5.9,89.1,A
12.3,66.5,8.5,89.9,A
14.1,71.5,7.8,84.9,B
15.2,77.4,3.2,78.3,B
13.6,76.4,4.5,86.5,A
18.7,85.0,1.7,100.0,A
15.0,96.8,7.4,78.1,B
34.6,62.4,7.9,100.0,A
7.3,84.4,7.0,53.3,D
7.1,83.2,10.0,64.9,C
12.3,83.0,6.7,71.1,B
8.9,70.8,3.4,91.4,A
23.4,94.5,3.8,92.6,A
27.2,100.0,4.8,100.0,A
12.2,99.0,7.5,67.8,C
18.6,88.9,6.1,100.0,A
17.9,90.7,3.8,88.5,A
11.8,81.6,7.7,85.4,A
19.3,71.4,4.8,86.6,A
20.8,94.4,4.1,100.0,A
3.3,95.8,8.7,54.3,D
6.7,94.2,6.6,61.3,C
13.0,91.0,2.9,99.5,A
12.8,90.0,8.7,79.2,B
15.5,81.0,5.1,95.2,A
8.6,90.0,9.2,64.3,C
7.7,100.0,2.3,80.5,B
12.5,91.7,5.5,85.0,B
6.8,99.2,5.3,53.4,D
23.4,90.0,4.2,96.4,A
22.3,83.9,8.9,98.6,A
19.3,78.2,3.2,95.2,A
22.1,87.1,7.8,100.0,A
12.0,100.0,8.9,71.5,B
11.9,93.5,5.3,91.7,A
17.8,64.5,4.0,98.7,A
20.4,94.6,7.1,100.0,A
17.5,80.9,2.5,83.8,B
17.0,89.7,4.7,84.9,B
17.5,85.0,5.8,95.5,A
21.8,82.8,5.4,100.0,A
22.6,80.5,7.4,100.0,A
13.4,72.0,7.1,65.6,C
19.4,81.8,3.6,100.0,A
0.2,78.5,5.7,34.1,F
3.4,100.0,5.3,63.2,C
12.5,78.2,3.7,88.5,A
10.5,90.9,9.9,96.5,A
27.3,82.3,8.3,100.0,A
12.9,84.8,5.8,83.1,B
17.6,76.5,4.9,100.0,A
16.5,83.3,7.0,95.1,A
5.2,100.0,5.5,59.5,C
17.0,84.5,7.1,91.5,A
15.2,94.1,6.5,84.8,B
26.0,79.7,7.1,100.0,A
11.1,90.9,4.3,72.2,B
19.4,100.0,4.3,100.0,A
19.1,77.1,2.5,89.3,A
9.1,89.1,7.2,69.5,C
0.0,78.6,5.3,62.4,C
15.3,69.1,6.4,80.8,B
23.7,77.1,6.5,95.4,A
17.2,82.2,7.3,100.0,A
21.4,84.7,2.6,100.0,A
10.6,91.8,4.9,86.3,A
20.4,87.7,8.3,100.0,A
2.4,80.1,2.1,63.4,C
19.0,74.5,3.9,93.3,A
3.4,86.5,7.8,62.9,C
19.2,94.1,7.7,100.0,A
11.1,83.7,5.3,79.8,B
20.9,85.7,4.8,95.0,A
14.7,87.5,5.9,88.5,A
22.7,76.2,10.0,100.0,A
18.0,82.5,7.2,92.7,A
15.6,71.3,4.6,76.3,B
23.3,77.5,8.4,100.0,A
18.1,75.6,3.9,86.0,A
27.2,78.9,4.8,100.0,A
14.8,80.0,3.8,96.1,A
13.5,80.2,9.6,84.0,B
8.7,66.7,10.0,77.6,B
11.1,90.1,7.9,67.6,C
13.3,93.7,4.6,96.9,A
10.2,78.3,5.9,73.5,B
19.5,74.7,4.2,100.0,A
6.2,92.1,7.0,62.6,C
8.9,74.9,3.4,81.8,B
0.1,92.0,6.3,49.8,D
10.2,81.3,3.0,77.4,B
23.5,95.1,2.4,100.0,A
11.4,100.0,8.1,71.1,B
9.1,86.3,3.3,77.9,B
9.8,82.1,9.3,69.3,C
17.5,65.1,3.6,93.7,A
23.9,100.0,7.7,100.0,A
21.1,87.2,4.1,91.2,A
5.7,94.7,5.0,53.8,D
24.8,80.1,4.5,100.0,A
22.1,92.4,2.1,93.0,A
18.3,87.8,6.6,97.0,A
7.1,89.5,8.6,71.5,B
8.7,71.0,1.2,85.7,A
9.6,93.7,7.2,66.4,C
11.2,88.6,10.0,78.3,B
16.3,93.3,7.7,71.2,B
0.0,74.4,10.0,58.9,C
6.0,79.7,7.1,56.6,C
13.4,78.3,8.0,84.0,B
21.9,90.3,5.7,95.0,A
12.9,82.7,2.3,96.1,A
16.3,95.4,7.3,85.0,B
22.7,76.6,6.6,100.0,A
9.4,92.2,5.9,75.2,B
7.9,88.8,3.9,71.0,B
7.3,97.1,6.1,48.0,D
13.1,69.5,8.2,66.9,C
10.4,88.0,5.6,74.9,B
26.6,83.2,7.5,100.0,A
16.7,84.3,3.3,100.0,A
19.7,83.4,6.8,100.0,A
9.0,90.6,8.3,56.8,C
14.7,77.6,5.9,100.0,A
12.8,91.8,4.0,75.4,B
16.3,77.4,8.5,87.1,A
17.7,79.1,6.7,91.7,A
12.5,93.9,1.7,94.4,A
13.5,90.5,2.5,100.0,A
22.9,81.5,6.3,100.0,A
8.6,99.2,10.0,70.3,B
20.0,84.8,5.7,100.0,A
17.0,75.7,10.0,100.0,A
20.2,78.0,8.4,98.0,A
12.8,93.6,6.2,75.6,B
22.2,85.6,5.5,100.0,A
10.5,78.6,6.1,79.3,B
18.5,64.6,7.4,90.8,A
18.5,85.4,5.0,100.0,A
16.1,81.8,5.6,88.0,A
22.2,96.8,8.0,100.0,A
22.7,86.3,6.8,100.0,A
19.8,86.2,6.4,100.0,A
27.4,85.8,6.0,100.0,A
12.2,77.8,5.2,82.5,B
13.1,73.2,5.1,79.6,B
17.0,82.8,4.4,92.6,A
13.8,75.2,5.5,93.8,A
12.4,90.4,7.3,77.4,B
4.7,90.0,4.6,64.4,C
20.4,82.6,5.3,100.0,A
14.2,76.6,4.1,78.9,B
14.6,92.2,7.2,82.3,B
7.9,76.6,8.1,66.2,C
12.3,84.6,5.4,82.7,B
16.7,94.9,5.9,98.3,A
6.6,100.0,5.7,62.9,C
13.8,100.0,7.9,81.5,B
12.0,86.6,5.2,76.2,B
14.3,85.9,5.6,96.1,A
13.7,81.1,4.8,76.6,B
5.6,90.0,3.6,65.4,C
20.9,98.5,5.3,100.0,A
0.0,91.7,8.6,57.4,C
16.5,85.7,9.4,100.0,A
22.3,83.1,5.9,100.0,A
14.4,77.6,2.8,77.1,B
5.4,79.7,7.2,45.8,D
20.5,81.9,4.7,100.0,A
3.7,86.7,4.5,61.7,C
12.6,82.0,7.3,75.0,B
23.0,70.6,4.9,100.0,A
14.2,86.9,7.0,94.4,A
15.1,74.7,4.3,89.2,A
23.6,96.6,7.8,96.3,A
4.4,98.3,4.1,53.9,D
15.3,79.3,4.8,86.3,A
15.0,91.3,5.1,97.6,A
9.6,94.5,5.5,63.6,C
10.6,76.2,5.2,58.3,C
22.0,77.1,5.7,92.0,A
2.0,72.9,8.3,32.6,F
13.7,68.1,3.0,85.6,A
10.1,86.5,7.5,65.0,C
16.3,81.4,4.7,77.6,B
11.3,76.1,3.3,81.0,B
16.2,76.0,6.3,100.0,A
14.6,100.0,8.6,85.2,A
15.2,95.8,3.1,85.5,A
14.3,92.3,5.5,94.2,A
15.7,93.0,0.4,80.5,B
16.4,96.0,3.0,96.2,A
15.4,95.6,5.2,92.9,A
13.7,82.2,4.9,77.2,B
22.1,90.5,7.1,90.5,A
8.5,89.9,7.8,74.6,B
30.2,79.0,5.3,100.0,A
8.9,86.9,7.1,74.8,B
11.6,83.1,5.6,68.0,C
2.2,75.6,2.5,51.9,D
12.9,79.7,5.5,80.2,B
21.2,68.7,9.6,100.0,A
8.3,92.3,3.8,75.4,B
24.6,89.1,5.1,100.0,A
13.8,82.6,6.9,93.9,A
5.1,88.2,5.4,65.2,C
9.2,87.7,8.0,63.4,C
18.3,94.1,2.6,95.6,A
11.3,84.2,2.8,67.4,C
26.3,86.5,7.3,100.0,A
10.1,86.2,8.1,70.2,B
14.2,86.4,6.9,86.3,A
10.6,95.6,7.4,78.3,B
21.4,61.1,9.1,100.0,A
4.5,85.0,6.6,68.2,C
0.6,73.3,8.7,45.0,D
11.2,79.8,3.8,87.0,A
13.5,75.3,2.3,82.6,B
3.1,95.1,5.9,68.6,C
18.0,84.4,10.0,100.0,A
20.0,91.5,4.6,100.0,A
12.5,74.0,2.8,84.3,B
10.2,88.9,7.6,79.7,B
25.2,80.9,5.9,97.8,A
7.2,90.5,8.2,68.2,C
18.7,73.0,7.0,99.2,A
11.7,76.6,4.7,62.2,C
16.3,84.0,2.9,70.7,B
20.5,86.2,5.5,100.0,A
17.2,97.1,8.1,95.4,A
2.3,79.7,5.4,42.8,D
21.4,95.4,6.4,100.0,A
1.6,84.3,9.0,17.7,F
19.6,67.7,6.5,94.7,A
18.2,87.5,0.5,97.6,A
13.0,82.3,7.5,100.0,A
18.2,89.6,9.1,88.0,A
7.2,67.3,8.6,77.0,B
5.7,100.0,4.0,62.1,C
18.9,100.0,6.7,69.3,C
12.7,75.1,3.8,95.2,A
25.5,96.6,5.0,100.0,A
12.5,68.4,10.0,77.4,B
7.8,76.3,9.2,59.1,C
33.5,84.7,6.2,100.0,A
5.0,62.8,3.7,43.3,D
16.0,81.8,4.8,84.7,B
15.8,96.8,7.2,73.8,B
20.0,87.3,5.8,84.4,B
12.6,82.1,6.3,89.4,A
13.1,73.3,6.0,79.0,B
14.0,100.0,5.5,79.9,B
27.6,85.3,4.7,100.0,A
21.1,91.8,4.4,100.0,A
9.0,100.0,8.0,72.0,B
11.3,99.5,3.6,80.3,B
14.1,69.0,6.6,67.4,C
8.7,80.4,7.4,67.5,C
3.8,93.2,5.2,36.3,F
10.2,92.6,5.6,60.8,C
8.6,68.5,3.7,83.3,B
26.0,76.7,4.1,100.0,A
15.6,73.9,2.4,100.0,A
4.5,83.0,5.5,73.8,B
12.8,81.9,6.4,77.1,B
18.1,79.4,8.3,83.2,B
20.1,90.4,3.7,84.4,B
16.4,100.0,7.4,89.5,A
18.7,90.3,5.9,86.3,A
14.0,78.3,2.5,73.7,B
14.0,81.4,2.0,79.3,B
38.1,77.0,6.1,100.0,A
10.8,89.5,5.2,73.3,B
6.2,71.3,6.1,59.1,C
11.9,77.9,3.3,71.0,B
14.2,97.0,6.4,84.5,B
4.0,100.0,3.4,38.1,F
18.5,92.5,5.2,100.0,A
10.7,79.7,6.0,75.5,B
0.0,100.0,8.5,43.0,D
14.9,86.5,5.0,89.7,A
9.3,96.2,6.9,70.7,B
22.1,81.4,3.4,100.0,A
7.9,100.0,8.1,70.6,B
11.2,85.5,7.1,80.7,B
17.4,77.9,6.6,89.1,A
12.4,93.2,2.5,64.6,C
8.4,86.9,2.6,89.4,A
8.4,81.9,8.2,66.9,C
23.4,92.5,10.0,100.0,A
11.3,77.3,2.8,79.9,B
6.6,80.2,7.7,56.9,C
13.2,72.2,3.5,81.7,B
14.0,96.3,3.3,98.6,A
19.0,60.7,4.1,97.4,A
6.0,83.9,5.9,58.0,C
26.9,95.6,1.3,100.0,A
11.2,100.0,6.4,81.1,B
27.1,80.6,5.8,100.0,A
16.4,74.8,3.4,99.4,A
19.0,100.0,6.7,85.1,A
20.8,76.3,9.2,100.0,A
12.1,88.0,6.9,91.0,A
5.5,83.2,7.3,68.1,C
20.0,82.9,4.1,100.0,A
30.2,74.3,7.8,100.0,A
15.1,88.6,6.0,80.5,B
15.4,58.1,8.8,100.0,A
17.3,78.9,8.2,93.5,A
4.8,91.6,6.0,57.8,C
23.2,71.6,3.7,100.0,A
6.3,75.9,3.4,61.0,C
25.5,73.9,7.6,100.0,A
16.8,90.6,7.2,78.3,B
24.0,100.0,4.8,100.0,A
2.5,96.7,8.6,54.8,D
21.2,86.4,4.6,100.0,A
16.3,88.3,9.9,81.6,B
13.3,95.6,3.5,82.1,B
23.0,77.2,3.9,100.0,A
20.4,97.3,7.5,100.0,A
16.2,100.0,3.6,78.5,B
0.0,94.9,4.0,83.7,B
12.8,79.2,7.9,69.5,C
21.3,89.0,6.7,100.0,A
10.6,63.5,2.1,80.6,B
17.1,94.9,4.1,95.8,A
19.6,82.2,5.1,100.0,A
23.8,83.6,3.6,100.0,A
16.6,77.4,2.2,91.6,A
8.5,91.5,5.5,86.8,A
23.7,93.0,6.4,100.0,A
13.3,87.3,4.3,85.4,A
18.6,69.2,3.6,100.0,A
10.5,87.5,2.4,89.8,A
5.9,89.8,6.9,67.9,C
6.3,85.1,7.4,61.8,C
24.9,79.7,5.3,99.7,A
14.7,63.2,5.8,100.0,A
20.1,94.1,7.3,100.0,A
29.4,100.0,4.8,100.0,A
21.6,100.0,5.7,100.0,A
28.3,89.5,7.1,100.0,A
7.6,87.7,7.5,72.5,B
15.0,89.7,6.9,79.6,B
8.8,92.4,7.5,88.2,A
7.5,91.3,3.6,66.6,C
10.7,79.1,5.7,81.6,B
9.8,88.3,5.2,96.5,A
10.9,90.8,5.2,69.2,C
15.6,86.0,8.4,95.2,A
17.3,88.2,10.0,95.4,A
21.8,98.4,2.5,100.0,A
19.0,92.0,7.6,97.8,A
28.7,85.6,7.4,100.0,A
29.8,71.3,7.2,100.0,A
11.5,74.9,6.5,71.0,B
16.8,74.6,6.3,85.3,A
15.1,84.3,7.6,80.9,B
7.9,70.5,4.7,66.3,C
21.4,90.7,3.0,100.0,A
20.8,95.0,8.3,100.0,A
19.9,73.5,5.7,100.0,A
21.6,96.5,5.5,100.0,A
10.6,91.1,8.9,84.0,B
24.2,98.5,4.1,100.0,A
23.8,91.5,9.4,100.0,A
0.0,79.5,1.8,56.6,C
12.0,76.0,4.2,85.7,A
18.5,82.7,5.7,78.2,B
35.1,88.0,2.8,100.0,A
16.8,83.5,0.9,99.4,A
17.4,81.6,7.9,88.2,A
13.2,81.3,7.2,86.1,A
14.5,84.8,3.6,82.8,B
25.8,97.0,5.5,100.0,A
15.8,94.5,4.1,96.5,A
25.5,83.6,3.3,100.0,A
13.5,84.3,7.6,73.2,B
17.9,71.1,5.9,100.0,A
2.4,96.3,5.4,62.6,C
11.0,74.5,5.8,64.9,C
12.9,100.0,7.4,78.2,B
14.7,90.9,6.2,94.5,A
14.3,84.2,5.9,84.0,B
13.9,81.5,4.4,100.0,A
23.8,75.7,4.3,100.0,A
11.9,90.1,4.9,82.7,B
19.6,78.1,5.5,95.8,A
15.3,74.8,8.5,94.6,A
12.8,92.7,6.6,72.1,B
30.0,85.5,6.4,100.0,A
19.4,86.8,6.1,88.5,A
14.2,76.9,8.0,100.0,A
19.4,88.3,4.7,100.0,A
19.1,98.1,2.2,100.0,A
14.4,74.9,2.4,90.6,A
8.2,86.1,8.1,85.5,A
12.3,79.3,6.7,84.5,B
0.0,99.4,5.4,39.0,F
10.6,82.0,8.5,69.8,C
19.6,99.4,6.9,100.0,A
17.1,90.0,4.0,98.8,A
13.1,100.0,3.9,84.8,B
18.4,82.5,5.7,100.0,A
21.8,91.0,5.9,96.1,A
15.9,88.6,4.3,88.2,A
13.2,80.9,3.0,76.1,B
13.4,86.7,4.9,78.7,B
8.8,85.4,3.6,66.0,C
20.7,85.4,2.1,100.0,A
29.5,85.4,9.6,100.0,A
6.2,94.4,3.0,71.4,B
11.2,87.3,5.5,92.0,A
17.2,75.0,4.7,100.0,A
12.9,85.9,5.8,71.5,B
19.4,78.3,4.1,100.0,A
9.0,92.1,7.7,62.0,C
0.5,91.4,6.8,31.6,F
21.6,62.3,7.9,89.5,A
20.4,100.0,6.7,100.0,A
21.0,73.4,7.8,95.1,A
28.7,78.8,4.0,100.0,A
11.7,83.8,7.7,89.3,A
28.0,86.4,8.3,100.0,A
25.6,100.0,7.9,100.0,A
12.9,90.6,5.1,80.9,B
6.8,82.3,5.6,78.4,B
8.1,79.5,4.6,67.7,C
19.8,80.4,4.4,100.0,A
7.6,84.8,3.1,72.8,B
16.6,84.0,3.9,80.7,B
13.5,86.2,5.8,83.5,B
16.8,74.2,4.3,95.7,A
21.4,81.0,8.9,100.0,A
17.8,86.1,5.8,100.0,A
21.1,82.0,7.7,98.7,A
28.5,90.5,9.0,100.0,A
1.6,76.2,7.2,47.9,D
16.9,84.3,6.6,100.0,A
14.7,85.1,5.6,98.0,A
15.1,91.7,5.1,96.6,A
0.6,80.7,6.0,52.2,D
16.5,80.0,7.9,100.0,A
11.5,74.0,3.4,82.5,B
19.9,100.0,5.5,100.0,A
33.0,98.6,4.0,100.0,A
7.3,100.0,4.3,76.5,B
17.6,66.5,7.0,93.2,A
2.5,100.0,7.2,66.0,C
16.0,85.9,7.4,89.7,A
21.6,76.8,4.0,93.6,A
18.4,75.2,7.3,100.0,A
24.5,100.0,2.0,100.0,A
19.7,93.6,5.2,100.0,A
2.8,85.3,6.9,43.0,D
28.2,92.7,9.9,100.0,A
4.6,77.9,2.9,54.6,D
27.9,97.9,4.2,97.8,A
19.8,76.4,2.9,100.0,A
17.6,89.4,8.3,88.3,A
27.1,75.0,7.4,100.0,A
19.1,80.9,2.4,77.0,B
21.8,79.3,7.1,93.1,A
16.4,69.2,5.3,98.2,A
10.6,93.4,5.8,67.5,C
7.7,82.5,3.9,76.5,B
29.8,91.1,5.6,100.0,A
25.7,100.0,9.4,100.0,A
14.1,66.4,4.4,73.1,B
10.7,100.0,5.4,67.8,C
26.2,86.2,5.4,100.0,A
21.6,100.0,9.2,100.0,A
22.6,92.3,8.2,100.0,A
24.3,79.7,4.8,100.0,A
23.4,77.5,2.2,100.0,A
28.7,99.4,4.5,100.0,A
21.0,88.7,7.2,100.0,A
5.8,86.4,7.9,49.1,D
12.7,95.2,5.9,84.6,B
18.5,77.3,6.5,90.8,A
17.4,78.6,4.2,100.0,A
20.7,70.5,7.1,91.7,A
15.3,92.6,9.1,70.2,B
4.9,83.7,4.6,62.4,C
17.1,94.5,4.5,95.4,A
2.4,98.8,5.1,45.9,D
3.1,73.4,9.0,66.3,C
